"CBSA","CBSA Code","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Atlantic City-Hammonton, NJ","12100",2022,365,346,18,0,1,0,0,176,45,33,0,0,283,82,0
"Augusta-Richmond County, GA-SC","12260",2022,365,266,99,0,0,0,0,99,60,43,0,0,180,185,0
"Augusta-Waterville, ME","12300",2022,203,198,5,0,0,0,0,84,44,29,0,0,171,30,2
"Austin-Round Rock, TX","12420",2022,365,246,112,7,0,0,0,129,75,44,0,10,201,154,0
"Bakersfield, CA","12540",2022,365,65,178,109,12,1,0,289,136,80,0,0,212,124,29
"Baltimore-Columbia-Towson, MD","12580",2022,365,258,105,2,0,0,0,122,68,44,0,13,242,110,0
"Bangor, ME","12620",2022,361,345,16,0,0,0,0,87,45,30,0,0,200,158,3
"Baraboo, WI","12660",2022,360,315,45,0,0,0,0,76,54,36,0,0,165,194,1
"Barnstable Town, MA","12700",2022,360,342,18,0,0,0,0,93,45,36,0,0,356,4,0
"Baton Rouge, LA","12940",2022,365,210,144,10,1,0,0,156,77,47,0,0,198,167,0
"Bay City, MI","13020",2022,354,320,34,0,0,0,0,83,48,24,0,0,0,354,0
"Beatrice, NE","13100",2022,278,268,10,0,0,0,0,78,37,17,0,0,0,278,0
"Beaumont-Port Arthur, TX","13140",2022,365,270,90,5,0,0,0,129,64,43,0,2,201,162,0
"Beaver Dam, WI","13180",2022,365,313,52,0,0,0,0,93,56,38,0,0,251,113,1
"Bellingham, WA","13380",2022,343,310,24,3,5,1,0,218,49,31,0,0,213,130,0
"Bemidji, MN","13420",2022,346,342,4,0,0,0,0,60,35,18,0,0,0,346,0
"Bend-Redmond, OR","13460",2022,365,312,47,2,4,0,0,189,57,18,0,0,0,365,0
"Bennington, VT","13540",2022,365,349,16,0,0,0,0,74,45,35,0,0,319,46,0
"Berlin, NH-VT","13620",2022,359,350,9,0,0,0,0,64,46,40,0,0,355,4,0
"Billings, MT","13740",2022,365,339,24,1,1,0,0,154,45,24,0,0,0,365,0
"Birmingham-Hoover, AL","13820",2022,365,198,164,3,0,0,0,105,71,49,0,0,126,239,0
"Bishop, CA","13860",2022,365,140,194,18,4,4,5,1445,97,57,0,0,210,105,50
"Bismarck, ND","13900",2022,365,290,75,0,0,0,0,99,56,39,0,1,223,132,9
"Blacksburg-Christiansburg-Radford, VA","13980",2022,358,329,29,0,0,0,0,100,50,38,0,0,358,0,0
"Bloomington, IL","14010",2022,365,276,87,2,0,0,0,129,59,42,0,0,179,186,0
"Bloomington, IN","14020",2022,365,306,57,2,0,0,0,101,54,39,0,0,253,112,0
"Boise City, ID","14260",2022,365,184,168,11,2,0,0,178,84,50,0,3,180,174,8
"Boston-Cambridge-Newton, MA-NH","14460",2022,365,280,79,6,0,0,0,122,61,43,0,5,232,128,0
"Boulder, CO","14500",2022,365,249,109,7,0,0,0,129,77,45,0,0,295,68,2
"Bowling Green, KY","14540",2022,365,307,58,0,0,0,0,84,54,40,0,0,252,113,0
"Bozeman, MT","14580",2022,365,322,39,4,0,0,0,148,52,24,0,3,0,362,0
"Brainerd, MN","14660",2022,365,340,25,0,0,0,0,67,46,35,0,0,199,166,0
"Branson, MO","14700",2022,118,112,6,0,0,0,0,67,39,19,0,0,0,118,0
"Bremerton-Silverdale, WA","14740",2022,359,328,28,3,0,0,0,143,48,21,0,0,0,359,0
"Bridgeport-Stamford-Norwalk, CT","14860",2022,365,255,88,20,2,0,0,156,84,42,0,19,195,151,0
"Brookings, SD","15100",2022,364,323,41,0,0,0,0,87,53,35,0,0,284,33,47
"Brownsville-Harlingen, TX","15180",2022,365,259,103,3,0,0,0,120,66,42,0,0,141,224,0
"Brunswick, GA","15260",2022,356,292,63,1,0,0,0,106,57,38,0,0,129,227,0
"Buffalo-Cheektowaga-Niagara Falls, NY","15380",2022,365,293,70,2,0,0,0,150,58,40,0,14,230,120,1
"Burlington-South Burlington, VT","15540",2022,365,340,25,0,0,0,0,89,48,38,0,0,281,84,0
"Butte-Silver Bow, MT","15580",2022,365,298,57,8,2,0,0,159,62,22,0,0,0,245,120
"Cadillac, MI","15620",2022,365,305,55,5,0,0,0,144,55,39,0,0,218,147,0
"Cambridge, MD","15700",2022,365,320,45,0,0,0,0,93,51,40,0,0,295,70,0
"Canton-Massillon, OH","15940",2022,365,274,89,2,0,0,0,136,62,43,0,0,176,189,0
"Cape Coral-Fort Myers, FL","15980",2022,302,269,33,0,0,0,0,80,52,37,0,0,222,80,0
"Carlsbad-Artesia, NM","16100",2022,365,209,128,27,1,0,0,151,93,48,0,1,358,6,0
"Carson City, NV","16180",2022,364,310,45,5,3,1,0,202,55,43,0,0,308,56,0
"Casper, WY","16220",2022,365,320,45,0,0,0,0,97,54,42,0,0,358,7,0
"Ca¤on City, CO","15860",2022,118,115,3,0,0,0,0,77,26,12,0,0,0,0,118
"Cedar City, UT","16260",2022,365,318,47,0,0,0,0,80,52,41,0,14,330,21,0
"Cedar Rapids, IA","16300",2022,365,277,88,0,0,0,0,81,56,41,0,0,161,203,1
"Centralia, WA","16500",2022,365,310,45,7,3,0,0,186,62,19,0,0,0,365,0
"Chambersburg-Waynesboro, PA","16540",2022,237,225,12,0,0,0,0,84,47,39,0,0,237,0,0
"Champaign-Urbana, IL","16580",2022,365,295,69,1,0,0,0,126,58,40,0,0,228,137,0
"Charleston, WV","16620",2022,353,315,38,0,0,0,0,90,51,37,1,0,188,164,0
"Charleston-North Charleston, SC","16700",2022,365,294,71,0,0,0,0,84,56,40,0,1,182,180,2
"Charlotte-Concord-Gastonia, NC-SC","16740",2022,365,237,125,3,0,0,0,126,71,47,0,0,232,133,0
"Charlottesville, VA","16820",2022,361,328,33,0,0,0,0,67,50,38,0,0,175,186,0
"Chattanooga, TN-GA","16860",2022,359,214,144,1,0,0,0,105,68,46,0,0,116,243,0
"Cheyenne, WY","16940",2022,363,304,59,0,0,0,0,90,58,42,1,1,337,20,4
"Chicago-Naperville-Elgin, IL-IN-WI","16980",2022,365,174,176,12,3,0,0,188,82,51,0,15,128,188,34
"Chico, CA","17020",2022,365,225,137,3,0,0,0,119,75,46,0,0,268,97,0
"Cincinnati, OH-KY-IN","17140",2022,365,183,176,5,1,0,0,151,74,50,0,11,134,208,12
"Claremont-Lebanon, NH-VT","17200",2022,365,354,11,0,0,0,0,84,44,34,0,0,292,73,0
"Clarksburg, WV","17220",2022,113,106,7,0,0,0,0,64,46,25,0,0,0,113,0
"Clarksville, TN-KY","17300",2022,365,271,94,0,0,0,0,85,62,42,0,0,168,197,0
"Clearlake, CA","17340",2022,363,362,1,0,0,0,0,73,43,32,0,0,355,8,0
"Cleveland, MS","17380",2022,365,296,69,0,0,0,0,92,56,38,0,0,157,208,0
"Cleveland-Elyria, OH","17460",2022,365,208,149,6,2,0,0,156,74,47,0,5,163,185,12
"Clinton, IA","17540",2022,364,240,123,1,0,0,0,107,63,42,0,0,124,240,0
"Coeur d'Alene, ID","17660",2022,359,299,53,4,3,0,0,177,58,22,0,0,0,359,0
"College Station-Bryan, TX","17780",2022,345,316,29,0,0,0,0,93,47,30,0,0,0,345,0
"Colorado Springs, CO","17820",2022,365,259,104,2,0,0,0,115,74,45,0,0,350,15,0
"Columbia, MO","17860",2022,245,235,10,0,0,0,0,67,48,38,0,0,245,0,0
"Columbia, SC","17900",2022,365,301,64,0,0,0,0,93,57,41,0,0,235,130,0
"Columbus, GA-AL","17980",2022,365,277,86,2,0,0,0,149,59,42,0,0,135,230,0
"Columbus, IN","18020",2022,365,317,47,1,0,0,0,105,53,38,0,0,277,88,0
"Columbus, OH","18140",2022,365,270,92,3,0,0,0,143,64,42,0,4,200,160,1
"Concord, NH","18180",2022,212,205,7,0,0,0,0,84,46,36,0,0,212,0,0
"Cookeville, TN","18260",2022,347,334,13,0,0,0,0,79,42,24,0,0,0,347,0
"Corning, NY","18500",2022,365,348,17,0,0,0,0,67,45,35,0,0,299,66,0
"Corpus Christi, TX","18580",2022,365,273,90,2,0,0,0,106,61,41,0,0,177,188,0
"Corsicana, TX","18620",2022,364,287,76,1,0,0,0,101,61,42,0,3,267,94,0
"Corvallis, OR","18700",2022,206,195,11,0,0,0,0,64,40,15,0,0,0,206,0
"Crescent City, CA","18860",2022,344,322,22,0,0,0,0,70,41,22,0,0,0,344,0
"Crestview-Fort Walton Beach-Destin, FL","18880",2022,170,155,15,0,0,0,0,84,49,39,0,0,166,0,4
"Dallas-Fort Worth-Arlington, TX","19100",2022,365,159,154,49,3,0,0,187,108,54,0,14,226,124,1
"Dalton, GA","19140",2022,279,251,27,1,0,0,0,105,51,38,0,0,240,39,0
"Danville, VA","19260",2022,363,363,0,0,0,0,0,28,7,3,0,363,0,0,0
"Daphne-Fairhope-Foley, AL","19300",2022,281,256,25,0,0,0,0,96,50,37,0,0,224,57,0
"Davenport-Moline-Rock Island, IA-IL","19340",2022,365,263,102,0,0,0,0,96,65,42,0,0,176,120,69
"Dayton, OH","19380",2022,365,256,106,3,0,0,0,136,63,43,0,0,213,152,0
"Decatur, AL","19460",2022,365,289,75,1,0,0,0,111,58,40,0,0,142,223,0
"Decatur, IL","19500",2022,365,285,78,2,0,0,0,115,58,41,0,0,172,193,0
"Deltona-Daytona Beach-Ormond Beach, FL","19660",2022,365,322,43,0,0,0,0,100,52,39,0,0,234,131,0
"Deming, NM","19700",2022,358,317,32,6,2,0,1,775,52,17,0,0,0,0,358
"Denver-Aurora-Lakewood, CO","19740",2022,365,126,204,34,1,0,0,169,100,57,0,53,246,40,26
"Des Moines-West Des Moines, IA","19780",2022,365,319,46,0,0,0,0,87,52,38,0,14,197,152,2
"Detroit-Warren-Dearborn, MI","19820",2022,365,151,196,18,0,0,0,133,82,53,0,7,79,261,18
"Dickinson, ND","19860",2022,363,349,14,0,0,0,0,76,45,37,0,0,290,73,0
"Dodge City, KS","19980",2022,362,339,21,1,1,0,0,169,40,19,0,0,0,0,362
"Douglas, GA","20060",2022,119,111,8,0,0,0,0,71,45,27,0,0,0,119,0
"Dover, DE","20100",2022,120,102,18,0,0,0,0,71,53,39,0,0,55,65,0
"DuBois, PA","20180",2022,219,215,4,0,0,0,0,97,44,35,0,0,219,0,0
"Duluth, MN-WI","20260",2022,365,344,21,0,0,0,0,72,46,34,0,6,295,53,11
"Durango, CO","20420",2022,365,269,95,1,0,0,0,108,71,46,0,0,356,9,0
"Durham-Chapel Hill, NC","20500",2022,365,334,31,0,0,0,0,93,50,39,0,0,220,143,2
"Dyersburg, TN","20540",2022,356,322,33,1,0,0,0,102,50,29,0,0,0,356,0
"Eagle Pass, TX","20580",2022,349,297,51,1,0,0,0,107,57,27,0,0,0,349,0
"East Stroudsburg, PA","20700",2022,202,184,18,0,0,0,0,93,49,39,0,0,202,0,0
"Eau Claire, WI","20740",2022,365,318,47,0,0,0,0,79,52,36,0,0,159,206,0
"Effingham, IL","20820",2022,239,215,24,0,0,0,0,100,51,38,0,0,239,0,0
"El Centro, CA","20940",2022,365,114,204,34,5,2,6,762,106,58,0,4,157,72,132
"El Dorado, AR","20980",2022,115,92,23,0,0,0,0,100,56,35,0,0,0,115,0
"El Paso, TX","21340",2022,365,134,211,19,1,0,0,163,84,54,0,15,183,149,18
"Elizabethtown-Fort Knox, KY","21060",2022,362,303,59,0,0,0,0,84,54,39,0,0,194,168,0
"Elkhart-Goshen, IN","21140",2022,362,303,56,3,0,0,0,127,55,38,0,0,215,147,0
"Elko, NV","21220",2022,363,341,20,2,0,0,0,149,38,18,0,0,0,13,350
"Ellensburg, WA","21260",2022,364,281,78,3,2,0,0,161,70,21,0,0,0,364,0
"Emporia, KS","21380",2022,121,116,5,0,0,0,0,62,37,19,0,0,0,121,0
"Erie, PA","21500",2022,365,325,40,0,0,0,0,90,52,34,0,9,186,170,0
"Espa¤ola, NM","21580",2022,331,305,25,1,0,0,0,105,49,40,0,0,317,14,0
"Eugene, OR","21660",2022,365,227,99,5,15,9,10,385,116,38,0,0,96,269,0
"Eureka-Arcata-Fortuna, CA","21700",2022,365,349,16,0,0,0,0,70,33,24,1,0,244,57,63
"Evanston, WY","21740",2022,365,363,2,0,0,0,0,55,17,7,0,0,0,0,365
"Evansville, IN-KY","21780",2022,365,248,116,1,0,0,0,101,63,44,0,0,198,166,1
"Fairbanks, AK","21820",2022,365,239,79,18,28,1,0,280,118,38,0,0,131,230,4
"Fairmont, WV","21900",2022,117,107,10,0,0,0,0,69,49,27,0,0,0,117,0
"Fallon, NV","21980",2022,349,330,19,0,0,0,0,100,47,39,0,0,349,0,0
"Fargo, ND-MN","22020",2022,365,313,51,1,0,0,0,111,54,36,0,5,236,124,0
"Farmington, NM","22140",2022,365,238,116,9,1,1,0,220,77,45,0,2,342,0,21
"Fayetteville, NC","22180",2022,360,298,61,1,0,0,0,115,58,41,0,0,206,143,11
"Fayetteville-Springdale-Rogers, AR-MO","22220",2022,365,296,66,3,0,0,0,119,59,43,0,0,258,107,0
"Fernley, NV","22280",2022,355,329,25,1,0,0,0,105,49,39,0,0,355,0,0
"Flagstaff, AZ","22380",2022,365,283,81,1,0,0,0,101,64,44,0,0,362,3,0
"Flint, MI","22420",2022,364,291,71,2,0,0,0,112,59,39,0,0,198,166,0
"Florence, SC","22500",2022,363,299,64,0,0,0,0,84,54,39,0,0,155,208,0
"Fond du Lac, WI","22540",2022,203,193,9,1,0,0,0,108,48,36,0,0,203,0,0
"Fort Collins, CO","22660",2022,365,213,144,8,0,0,0,126,84,49,0,0,334,31,0
"Fort Madison-Keokuk, IA-IL-MO","22800",2022,106,95,11,0,0,0,0,86,51,30,0,0,0,106,0
"Fort Payne, AL","22840",2022,364,341,23,0,0,0,0,97,48,37,0,0,331,33,0
"Fort Smith, AR-OK","22900",2022,364,319,43,2,0,0,0,122,54,38,0,9,191,164,0
"Fort Wayne, IN","23060",2022,365,274,88,3,0,0,0,115,64,42,0,0,199,166,0
"Fresno, CA","23420",2022,365,97,198,67,3,0,0,159,115,71,0,1,215,133,16
"Gadsden, AL","23460",2022,359,294,65,0,0,0,0,93,55,39,0,0,141,218,0
"Gainesville, FL","23540",2022,362,338,24,0,0,0,0,84,48,36,0,0,247,115,0
"Gainesville, GA","23580",2022,364,295,69,0,0,0,0,76,55,35,0,0,0,364,0
"Gardnerville Ranchos, NV","23820",2022,356,319,31,1,5,0,0,183,52,15,0,0,0,356,0
"Gettysburg, PA","23900",2022,365,292,73,0,0,0,0,97,55,41,0,0,230,135,0
"Gillette, WY","23940",2022,365,212,144,7,1,0,1,576,73,48,0,0,146,16,203
"Glenwood Springs, CO","24060",2022,365,339,26,0,0,0,0,84,49,40,0,0,359,1,5
"Grand Island, NE","24260",2022,350,331,19,0,0,0,0,81,43,20,0,0,0,350,0
"Grand Junction, CO","24300",2022,365,305,59,1,0,0,0,108,55,43,0,0,326,37,2
"Grand Rapids-Wyoming, MI","24340",2022,365,258,103,2,2,0,0,164,67,42,0,4,190,169,2
"Grants Pass, OR","24420",2022,365,244,106,8,6,1,0,227,81,29,0,0,0,365,0
"Great Falls, MT","24500",2022,359,340,17,2,0,0,0,128,38,17,0,0,0,359,0
"Greeley, CO","24540",2022,365,202,153,10,0,0,0,133,87,49,0,3,294,68,0
"Green Bay, WI","24580",2022,359,299,55,4,1,0,0,161,61,37,0,0,186,173,0
"Greenfield Town, MA","24640",2022,365,310,54,1,0,0,0,108,55,35,0,0,232,133,0
"Greensboro-High Point, NC","24660",2022,365,284,81,0,0,0,0,84,55,42,0,0,196,158,11
"Greenville, NC","24780",2022,365,345,20,0,0,0,0,97,47,34,0,0,216,149,0
"Greenville-Anderson-Mauldin, SC","24860",2022,365,252,113,0,0,0,0,97,62,44,0,0,198,167,0
"Guayama, PR","25020",2022,67,65,2,0,0,0,0,63,26,14,0,0,0,32,35
"Gulfport-Biloxi-Pascagoula, MS","25060",2022,365,268,96,1,0,0,0,101,62,42,0,2,168,195,0
"Hagerstown-Martinsburg, MD-WV","25180",2022,354,307,47,0,0,0,0,87,53,39,0,0,216,138,0
"Hailey, ID","25200",2022,355,338,12,2,3,0,0,174,37,17,0,0,0,355,0
"Hammond, LA","25220",2022,124,111,13,0,0,0,0,96,51,29,0,0,0,124,0
"Hanford-Corcoran, CA","25260",2022,365,90,225,48,2,0,0,187,108,67,0,0,180,127,58
"Harrisburg-Carlisle, PA","25420",2022,365,256,106,3,0,0,0,127,64,43,0,0,164,201,0
"Harrison, AR","25460",2022,365,343,21,1,0,0,0,105,48,37,0,0,353,12,0
"Harrisonburg, VA","25500",2022,365,354,11,0,0,0,0,74,45,34,0,101,227,37,0
"Hartford-West Hartford-East Hartford, CT","25540",2022,365,282,76,7,0,0,0,147,64,40,0,21,251,93,0
"Hattiesburg, MS","25620",2022,365,266,98,1,0,0,0,105,59,38,0,0,0,365,0
"Helena, MT","25740",2022,365,299,59,4,3,0,0,163,58,43,0,0,247,118,0
"Hermiston-Pendleton, OR","25840",2022,365,291,71,3,0,0,0,141,62,37,0,0,136,229,0
"Hickory-Lenoir-Morganton, NC","25860",2022,365,294,71,0,0,0,0,90,56,40,0,0,185,179,1
"Hilo, HI","25900",2022,365,359,6,0,0,0,0,67,38,25,0,0,0,365,0
"Hobbs, NM","26020",2022,365,262,98,5,0,0,0,126,73,44,0,2,307,56,0
"Holland, MI","26090",2022,344,281,55,6,2,0,0,195,64,37,0,0,218,126,0
"Homosassa Springs, FL","26140",2022,342,315,27,0,0,0,0,75,48,34,0,0,0,342,0
"Hot Springs, AR","26300",2022,112,99,13,0,0,0,0,89,53,33,0,0,0,112,0
"Houghton, MI","26340",2022,122,121,1,0,0,0,0,52,24,9,0,0,0,122,0
"Houma-Thibodaux, LA","26380",2022,356,298,57,1,0,0,0,109,54,37,0,0,177,179,0
"Houston-The Woodlands-Sugar Land, TX","26420",2022,365,112,214,33,6,0,0,179,101,58,0,6,161,158,40
"Huntington-Ashland, WV-KY-OH","26580",2022,365,299,66,0,0,0,0,93,55,40,0,7,185,170,3
"Huntsville, AL","26620",2022,365,289,76,0,0,0,0,97,57,40,0,0,140,221,4
"Idaho Falls, ID","26820",2022,365,325,39,1,0,0,0,109,51,42,0,0,337,28,0
"Indiana, PA","26860",2022,365,328,36,1,0,0,0,105,51,38,0,0,178,187,0
"Indianapolis-Carmel-Anderson, IN","26900",2022,365,179,171,14,1,0,0,153,80,51,0,4,128,231,2
"Iowa City, IA","26980",2022,365,303,61,1,0,0,0,108,57,33,0,0,0,365,0
"Ithaca, NY","27060",2022,361,349,12,0,0,0,0,67,44,36,0,0,361,0,0
"Jackson, MS","27140",2022,365,259,104,2,0,0,0,105,63,43,0,0,161,204,0
"Jackson, TN","27180",2022,359,315,43,1,0,0,0,102,52,30,0,0,0,359,0
"Jackson, WY-ID","27220",2022,365,344,21,0,0,0,0,100,48,42,0,1,353,11,0
"Jacksonville, FL","27260",2022,365,247,118,0,0,0,0,93,61,45,0,2,136,225,2
"Jamestown-Dunkirk-Fredonia, NY","27460",2022,355,329,22,4,0,0,0,140,49,36,0,0,342,13,0
"Janesville-Beloit, WI","27500",2022,202,184,18,0,0,0,0,97,50,39,0,0,202,0,0
"Jasper, IN","27540",2022,123,108,15,0,0,0,0,86,53,32,0,0,0,111,12
"Jefferson City, MO","27620",2022,244,222,22,0,0,0,0,74,50,40,0,0,244,0,0
"Johnstown, PA","27780",2022,363,252,110,1,0,0,0,119,62,43,2,2,140,219,0
"Joplin, MO","27900",2022,363,283,79,1,0,0,0,108,68,41,0,0,206,0,157
"Juneau, AK","27940",2022,342,308,34,0,0,0,0,95,50,15,0,0,0,341,1
"Kahului-Wailuku-Lahaina, HI","27980",2022,361,360,1,0,0,0,0,53,25,15,0,0,0,361,0
"Kalamazoo-Portage, MI","28020",2022,352,245,104,3,0,0,0,134,67,43,0,0,161,191,0
"Kalispell, MT","28060",2022,365,284,78,2,1,0,0,152,60,39,0,0,189,131,45
"Kansas City, MO-KS","28140",2022,365,205,153,7,0,0,0,115,77,48,0,8,178,159,20
"Kapaa, HI","28180",2022,90,90,0,0,0,0,0,34,19,10,0,17,0,73,0
"Keene, NH","28300",2022,365,331,34,0,0,0,0,81,50,34,0,0,278,87,0
"Kennewick-Richland, WA","28420",2022,365,302,60,0,3,0,0,165,59,36,0,0,146,174,45
"Killeen-Temple, TX","28660",2022,365,272,90,3,0,0,0,129,71,43,0,0,287,78,0
"Kingsport-Bristol-Bristol, TN-VA","28700",2022,364,330,34,0,0,0,0,87,50,36,0,0,226,138,0
"Kingsville, TX","28780",2022,347,254,89,4,0,0,0,133,61,35,0,0,0,347,0
"Kinston, NC","28820",2022,241,217,23,1,0,0,0,108,50,39,0,0,241,0,0
"Klamath Falls, OR","28900",2022,365,267,94,2,2,0,0,160,66,29,0,0,0,365,0
"Knoxville, TN","28940",2022,365,239,124,1,1,0,0,159,63,45,0,0,208,157,0
"Kokomo, IN","29020",2022,364,290,70,4,0,0,0,108,59,40,0,0,269,95,0
"La Crosse-Onalaska, WI-MN","29100",2022,365,320,45,0,0,0,0,83,53,35,0,0,163,202,0
"La Grande, OR","29260",2022,361,321,36,4,0,0,0,130,52,21,0,0,0,355,6
"Laconia, NH","29060",2022,358,349,9,0,0,0,0,64,43,29,0,0,210,148,0
"Lafayette, LA","29180",2022,365,266,97,2,0,0,0,103,63,41,0,0,239,126,0
"Lafayette-West Lafayette, IN","29200",2022,365,312,53,0,0,0,0,95,54,37,0,0,257,108,0
"Lake Charles, LA","29340",2022,365,247,118,0,0,0,0,100,66,43,0,0,154,207,4
"Lake City, FL","29380",2022,363,303,60,0,0,0,0,90,55,38,0,0,196,167,0
"Lake Havasu City-Kingman, AZ","29420",2022,357,340,16,1,0,0,0,115,32,17,0,0,0,0,357
"Lakeland-Winter Haven, FL","29460",2022,363,321,42,0,0,0,0,87,51,38,0,0,244,119,0
"Lancaster, PA","29540",2022,365,153,205,6,1,0,0,152,77,54,0,0,63,302,0
"Lansing-East Lansing, MI","29620",2022,365,287,78,0,0,0,0,93,58,39,0,5,230,130,0
"Laramie, WY","29660",2022,365,226,135,2,2,0,0,159,67,48,0,17,278,1,69
"Laredo, TX","29700",2022,361,276,83,2,0,0,0,114,66,35,0,0,30,316,15
"Las Cruces, NM","29740",2022,365,181,155,24,1,2,2,375,93,51,0,21,231,24,89
"Las Vegas-Henderson-Paradise, NV","29820",2022,365,104,235,20,3,1,2,482,97,63,0,5,220,102,38
"Lawrenceburg, TN","29980",2022,351,337,14,0,0,0,0,80,42,20,0,0,0,351,0
"Lawton, OK","30020",2022,353,252,99,2,0,0,0,126,71,44,0,0,228,125,0
"Lebanon, PA","30140",2022,364,289,73,2,0,0,0,108,59,38,0,0,161,203,0
"Lewiston, ID-WA","30300",2022,365,253,105,3,4,0,0,187,68,35,0,0,0,365,0
"Lewiston-Auburn, ME","30340",2022,358,340,18,0,0,0,0,97,45,30,0,0,210,145,3
"Lexington-Fayette, KY","30460",2022,365,304,60,1,0,0,0,106,58,40,0,9,211,145,0
"Lima, OH","30620",2022,365,312,53,0,0,0,0,97,56,38,0,0,230,135,0
"Lincoln, NE","30700",2022,277,267,10,0,0,0,0,61,44,37,0,0,231,46,0
"Little Rock-North Little Rock-Conway, AR","30780",2022,365,251,113,1,0,0,0,115,64,43,0,4,136,225,0
"Logan, UT-ID","30860",2022,365,268,90,6,1,0,0,154,67,44,0,0,261,104,0
"Longview, TX","30980",2022,365,329,35,1,0,0,0,143,50,35,0,2,363,0,0
"Longview, WA","31020",2022,363,335,26,2,0,0,0,144,45,16,0,0,0,363,0
"Los Alamos, NM","31060",2022,118,114,3,1,0,0,0,103,30,10,0,0,0,118,0
"Los Angeles-Long Beach-Anaheim, CA","31080",2022,365,40,231,64,29,1,0,209,140,73,0,34,193,127,11
"Louisville/Jefferson County, KY-IN","31140",2022,365,214,143,8,0,0,0,136,70,47,0,8,167,188,2
"Lubbock, TX","31180",2022,347,321,24,2,0,0,0,138,44,20,0,0,0,347,0
"Ludington, MI","31220",2022,236,219,15,1,1,0,0,161,49,36,0,0,236,0,0
"Lynchburg, VA","31340",2022,116,115,1,0,0,0,0,55,40,22,0,0,0,116,0
"Macon, GA","31420",2022,365,295,70,0,0,0,0,90,55,38,0,0,121,244,0
"Madera, CA","31460",2022,365,171,181,13,0,0,0,136,87,51,0,0,231,103,31
"Madison, WI","31540",2022,365,299,66,0,0,0,0,90,58,39,0,0,149,215,1
"Manchester-Nashua, NH","31700",2022,365,341,24,0,0,0,0,100,49,39,2,0,353,10,0
"Manitowoc, WI","31820",2022,198,167,25,4,2,0,0,182,71,38,0,0,198,0,0
"Marietta, OH","31930",2022,245,222,23,0,0,0,0,84,50,39,0,0,245,0,0
"Marshall, MN","32140",2022,356,324,30,0,2,0,0,167,49,36,0,0,212,144,0
"Marshall, TX","32220",2022,328,237,86,4,1,0,0,173,61,43,0,2,170,156,0
"Mason City, IA","32380",2022,117,116,1,0,0,0,0,61,31,17,0,0,0,0,117
"Mayaguez, PR","32420",2022,321,280,36,4,1,0,0,154,53,31,0,0,98,223,0
