"CBSA","CBSA Code","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"Carlsbad-Artesia, NM","16100",1995,327,327,0,0,0,0,0,37,25,14,0,327,0,0,0
"Carson City, NV","16180",1995,62,62,0,0,0,0,0,44,32,19,0,0,0,0,62
"Casper, WY","16220",1995,58,57,1,0,0,0,0,65,30,17,0,0,0,0,58
"Ca¤on City, CO","15860",1995,290,288,2,0,0,0,0,56,30,15,0,0,0,0,290
"Cedar City, UT","16260",1995,57,57,0,0,0,0,0,43,25,17,0,0,0,0,57
"Cedar Rapids, IA","16300",1995,365,341,24,0,0,0,0,93,44,29,31,0,296,0,38
"Centralia, WA","16500",1995,59,59,0,0,0,0,0,46,38,28,0,0,59,0,0
"Champaign-Urbana, IL","16580",1995,364,285,55,21,3,0,0,159,90,33,0,0,361,0,3
"Charleston, WV","16620",1995,365,289,56,14,6,0,0,197,80,35,17,176,168,0,4
"Charleston-Mattoon, IL","16660",1995,59,59,0,0,0,0,0,46,33,13,0,0,0,0,59
"Charleston-North Charleston, SC","16700",1995,365,290,68,6,1,0,0,161,61,38,12,72,207,62,12
"Charlotte-Concord-Gastonia, NC-SC","16740",1995,365,204,98,42,19,2,0,205,133,48,61,67,233,0,4
"Charlottesville, VA","16820",1995,61,60,1,0,0,0,0,52,38,19,0,0,0,0,61
"Chattanooga, TN-GA","16860",1995,365,250,77,30,7,1,0,202,101,40,0,0,351,0,14
"Cheyenne, WY","16940",1995,45,45,0,0,0,0,0,37,24,11,0,0,0,0,45
"Chicago-Naperville-Elgin, IL-IN-WI","16980",1995,365,131,174,33,16,11,0,225,129,57,5,195,110,0,55
"Chico, CA","17020",1995,365,269,87,8,1,0,0,151,77,39,32,105,221,0,7
"Cincinnati, OH-KY-IN","17140",1995,365,182,118,38,23,4,0,217,140,51,2,172,177,0,14
"Claremont-Lebanon, NH-VT","17200",1995,365,335,24,6,0,0,0,126,49,34,0,0,365,0,0
"Clarksdale, MS","17260",1995,54,53,1,0,0,0,0,52,27,15,0,0,0,0,54
"Clarksville, TN-KY","17300",1995,365,227,96,35,7,0,0,172,105,43,16,28,308,0,13
"Clearlake, CA","17340",1995,362,357,5,0,0,0,0,77,42,28,0,0,358,0,4
"Cleveland, TN","17420",1995,362,354,8,0,0,0,0,77,39,26,0,312,31,0,19
"Cleveland-Elyria, OH","17460",1995,365,193,121,30,19,2,0,206,129,49,15,117,127,0,106
"Clinton, IA","17540",1995,358,313,45,0,0,0,0,68,53,30,0,0,0,0,358
"Coeur d'Alene, ID","17660",1995,117,108,9,0,0,0,0,63,49,26,0,0,0,0,117
"Colorado Springs, CO","17820",1995,365,243,97,23,2,0,0,176,72,46,8,195,125,0,37
"Columbia, SC","17900",1995,365,195,145,22,3,0,0,169,93,48,8,39,199,0,119
"Columbus, GA-AL","17980",1995,290,182,75,26,7,0,0,185,105,44,0,0,272,0,18
"Columbus, OH","18140",1995,365,242,70,38,12,3,0,210,115,39,66,0,207,0,92
"Concord, NH","18180",1995,227,209,16,2,0,0,0,105,47,29,0,0,203,0,24
"Cookeville, TN","18260",1995,151,127,20,4,0,0,0,147,71,34,0,0,128,0,23
"Corning, NY","18500",1995,54,54,0,0,0,0,0,42,30,16,0,0,0,0,54
"Corpus Christi, TX","18580",1995,358,270,57,23,8,0,0,192,97,40,0,0,348,0,10
"Crescent City, CA","18860",1995,281,278,3,0,0,0,0,59,39,30,0,0,230,32,19
"Cumberland, MD-WV","19060",1995,60,58,2,0,0,0,0,52,42,23,0,0,0,0,60
"Dallas-Fort Worth-Arlington, TX","19100",1995,365,184,98,35,34,14,0,221,164,50,7,96,257,0,5
"Davenport-Moline-Rock Island, IA-IL","19340",1995,365,272,76,14,3,0,0,156,77,37,0,0,305,0,60
"Dayton, OH","19380",1995,365,269,66,22,8,0,0,195,93,34,133,0,210,0,22
"DeRidder, LA","19760",1995,363,302,50,10,1,0,0,182,64,36,0,15,348,0,0
"Decatur, AL","19460",1995,338,227,88,22,1,0,0,190,90,43,0,0,288,43,7
"Decatur, IL","19500",1995,363,299,45,17,2,0,0,177,77,31,0,0,347,0,16
"Deltona-Daytona Beach-Ormond Beach, FL","19660",1995,365,316,48,1,0,0,0,122,58,37,0,0,362,0,3
"Deming, NM","19700",1995,60,59,1,0,0,0,0,92,31,17,0,0,0,0,60
"Denver-Aurora-Lakewood, CO","19740",1995,365,105,225,32,3,0,0,156,100,58,10,225,119,0,11
"Des Moines-West Des Moines, IA","19780",1995,365,309,47,9,0,0,0,136,61,37,70,0,237,0,58
"Detroit-Warren-Dearborn, MI","19820",1995,365,226,107,20,9,3,0,207,95,44,11,123,125,0,106
"Dickinson, ND","19860",1995,57,57,0,0,0,0,0,37,21,9,0,0,0,0,57
"Dodge City, KS","19980",1995,38,36,2,0,0,0,0,77,44,22,0,0,0,0,38
"Dothan, AL","20020",1995,326,276,49,1,0,0,0,129,61,35,0,0,312,0,14
"Dover, DE","20100",1995,192,111,51,23,5,2,0,213,115,47,0,0,192,0,0
"Duluth, MN-WI","20260",1995,365,361,4,0,0,0,0,70,32,18,328,0,0,0,37
"Dunn, NC","20380",1995,59,59,0,0,0,0,0,50,34,21,0,0,0,0,59
"Durango, CO","20420",1995,365,315,50,0,0,0,0,84,54,40,0,46,307,0,12
"Durham-Chapel Hill, NC","20500",1995,365,231,88,41,5,0,0,164,108,41,160,0,200,0,5
"Dyersburg, TN","20540",1995,200,128,55,14,3,0,0,174,93,46,0,0,200,0,0
"Edwards, CO","20780",1995,142,142,0,0,0,0,0,37,22,15,0,0,0,0,142
"Effingham, IL","20820",1995,225,134,68,18,5,0,0,169,101,46,0,0,225,0,0
"El Centro, CA","20940",1995,365,99,147,67,40,12,0,250,164,76,28,63,252,0,22
"El Dorado, AR","20980",1995,57,56,1,0,0,0,0,56,43,20,0,0,0,0,57
"El Paso, TX","21340",1995,365,121,221,18,5,0,0,200,93,59,53,153,140,0,19
"Elizabeth City, NC","21020",1995,229,150,66,10,3,0,0,156,90,44,0,0,204,0,25
"Elizabethtown-Fort Knox, KY","21060",1995,234,123,76,27,7,1,0,206,108,48,0,0,210,0,24
"Elkhart-Goshen, IN","21140",1995,177,107,48,18,4,0,0,185,122,48,0,0,177,0,0
"Elko, NV","21220",1995,132,122,10,0,0,0,0,61,44,15,0,0,0,81,51
"Ellensburg, WA","21260",1995,102,101,1,0,0,0,0,52,27,12,0,0,0,93,9
"Elmira, NY","21300",1995,353,307,36,10,0,0,0,136,58,31,0,0,351,0,2
"Erie, PA","21500",1995,357,276,55,19,6,1,0,208,84,37,13,168,164,0,12
"Eugene, OR","21660",1995,365,312,52,1,0,0,0,122,56,35,170,0,124,4,67
"Eureka-Arcata-Fortuna, CA","21700",1995,57,56,1,0,0,0,0,57,30,18,0,0,0,0,57
"Evansville, IN-KY","21780",1995,365,222,76,43,22,2,0,203,126,42,41,100,193,0,31
"Fairbanks, AK","21820",1995,260,190,59,10,1,0,0,197,83,33,170,0,0,0,90
"Fallon, NV","21980",1995,47,45,2,0,0,0,0,60,42,25,0,0,0,0,47
"Fargo, ND-MN","22020",1995,161,160,1,0,0,0,0,51,33,23,0,55,63,0,43
"Farmington, NM","22140",1995,365,365,0,0,0,0,0,32,22,10,313,0,0,0,52
"Fayetteville, NC","22180",1995,363,271,66,21,5,0,0,179,90,33,141,0,212,0,10
"Fayetteville-Springdale-Rogers, AR-MO","22220",1995,58,58,0,0,0,0,0,48,33,23,0,0,0,0,58
"Findlay, OH","22300",1995,61,61,0,0,0,0,0,44,38,28,0,0,0,0,61
"Flagstaff, AZ","22380",1995,362,233,128,1,0,0,0,101,77,48,0,0,359,1,2
"Flint, MI","22420",1995,209,165,31,12,1,0,0,159,87,36,0,0,181,0,28
"Florence, SC","22500",1995,337,251,82,4,0,0,0,147,77,35,0,0,337,0,0
"Florence-Muscle Shoals, AL","22520",1995,165,129,34,2,0,0,0,133,71,35,0,0,128,0,37
"Fond du Lac, WI","22540",1995,184,146,25,11,2,0,0,169,80,38,0,0,184,0,0
"Fort Collins, CO","22660",1995,365,268,90,7,0,0,0,136,67,45,46,0,316,0,3
"Fort Payne, AL","22840",1995,285,152,98,28,7,0,0,190,105,48,0,0,271,0,14
"Fort Smith, AR-OK","22900",1995,58,56,2,0,0,0,0,52,41,24,0,0,0,0,58
"Fort Wayne, IN","23060",1995,362,262,64,25,11,0,0,197,100,32,154,0,179,0,29
"Fremont, OH","23380",1995,91,81,10,0,0,0,0,67,51,34,0,0,0,0,91
"Fresno, CA","23420",1995,365,136,108,59,48,14,0,222,172,68,23,111,220,0,11
"Gadsden, AL","23460",1995,60,58,2,0,0,0,0,59,43,30,0,0,0,0,60
"Gaffney, SC","23500",1995,244,142,78,23,1,0,0,177,100,47,0,0,244,0,0
"Gainesville, FL","23540",1995,61,61,0,0,0,0,0,46,27,18,0,0,0,0,61
"Gallup, NM","23700",1995,60,60,0,0,0,0,0,33,29,16,0,0,0,0,60
"Gardnerville Ranchos, NV","23820",1995,361,304,55,2,0,0,0,140,61,42,3,30,325,0,3
"Georgetown, SC","23860",1995,341,312,29,0,0,0,0,66,48,29,0,0,0,0,341
"Gettysburg, PA","23900",1995,355,249,59,32,15,0,0,200,112,39,0,0,355,0,0
"Gillette, WY","23940",1995,62,55,7,0,0,0,0,79,52,23,0,0,0,0,62
"Glens Falls, NY","24020",1995,57,57,0,0,0,0,0,42,28,15,0,0,0,0,57
"Glenwood Springs, CO","24060",1995,340,322,18,0,0,0,0,66,43,19,0,0,0,8,332
"Goldsboro, NC","24140",1995,61,61,0,0,0,0,0,38,28,18,0,0,0,0,61
"Grand Forks, ND-MN","24220",1995,61,61,0,0,0,0,0,46,28,14,0,0,0,0,61
"Grand Island, NE","24260",1995,25,25,0,0,0,0,0,39,25,17,0,0,0,0,25
"Grand Junction, CO","24300",1995,365,340,25,0,0,0,0,60,48,31,299,0,0,0,66
"Grand Rapids-Wyoming, MI","24340",1995,365,296,42,18,7,2,0,229,84,29,138,0,181,0,46
"Grants Pass, OR","24420",1995,250,219,31,0,0,0,0,78,52,35,208,0,0,0,42
"Grants, NM","24380",1995,53,53,0,0,0,0,0,34,26,15,0,0,0,0,53
"Great Falls, MT","24500",1995,347,336,11,0,0,0,0,85,35,18,296,0,0,0,51
"Greeley, CO","24540",1995,365,300,61,4,0,0,0,115,58,38,75,0,278,0,12
"Green Bay, WI","24580",1995,184,135,26,17,5,1,0,204,105,41,0,0,184,0,0
"Greensboro-High Point, NC","24660",1995,362,252,81,25,4,0,0,195,97,38,138,0,210,0,14
"Greenville, MS","24740",1995,47,45,2,0,0,0,0,53,38,18,0,0,0,0,47
"Greenville, NC","24780",1995,233,153,61,18,1,0,0,156,93,44,0,0,209,0,24
"Greenville-Anderson-Mauldin, SC","24860",1995,365,217,111,32,4,1,0,203,101,45,12,77,219,0,57
"Greenwood, SC","24940",1995,235,144,78,11,2,0,0,156,90,44,0,0,235,0,0
"Guayama, PR","25020",1995,111,106,5,0,0,0,0,77,40,19,0,0,0,0,111
"Gulfport-Biloxi-Pascagoula, MS","25060",1995,287,171,71,41,4,0,0,172,119,46,0,0,273,0,14
"Hagerstown-Martinsburg, MD-WV","25180",1995,35,34,1,0,0,0,0,52,38,25,0,0,0,0,35
"Hailey, ID","25200",1995,58,58,0,0,0,0,0,36,27,17,0,0,0,0,58
"Hanford-Corcoran, CA","25260",1995,364,212,128,23,1,0,0,163,93,46,0,103,234,0,27
"Hannibal, MO","25300",1995,58,57,1,0,0,0,0,64,32,17,0,0,0,0,58
"Harrisburg-Carlisle, PA","25420",1995,365,278,52,25,9,1,0,201,100,40,1,208,153,0,3
"Harrison, AR","25460",1995,352,279,69,4,0,0,0,126,67,39,0,0,306,46,0
"Hartford-West Hartford-East Hartford, CT","25540",1995,365,282,46,24,9,4,0,219,101,41,97,95,172,0,1
"Hastings, NE","25580",1995,52,51,1,0,0,0,0,52,31,16,0,0,0,0,52
"Helena, MT","25740",1995,357,334,23,0,0,0,0,77,42,19,0,0,0,0,357
"Helena-West Helena, AR","25760",1995,54,53,1,0,0,0,0,52,40,21,0,0,0,0,54
"Hermiston-Pendleton, OR","25840",1995,211,197,14,0,0,0,0,67,45,22,0,0,0,0,211
"Hickory-Lenoir-Morganton, NC","25860",1995,238,116,95,26,1,0,0,166,101,51,0,0,213,0,25
"Hilo, HI","25900",1995,150,150,0,0,0,0,0,45,37,30,0,0,150,0,0
"Hobbs, NM","26020",1995,61,60,1,0,0,0,0,51,23,14,0,0,0,0,61
"Holland, MI","26090",1995,274,185,49,26,10,4,0,260,126,40,0,92,182,0,0
"Homosassa Springs, FL","26140",1995,101,74,27,0,0,0,0,75,58,36,0,0,0,101,0
"Hot Springs, AR","26300",1995,57,56,1,0,0,0,0,52,37,21,0,0,0,0,57
"Houma-Thibodaux, LA","26380",1995,339,250,43,33,12,1,0,205,119,36,0,0,339,0,0
"Houston-The Woodlands-Sugar Land, TX","26420",1995,365,156,107,31,32,39,0,254,204,56,3,146,205,0,11
"Huntington-Ashland, WV-KY-OH","26580",1995,365,245,73,33,13,1,0,207,112,41,16,132,178,0,39
"Huntsville, AL","26620",1995,365,239,89,34,3,0,0,169,101,41,15,0,335,0,15
"Idaho Falls, ID","26820",1995,353,333,20,0,0,0,0,61,48,40,0,0,338,6,9
"Indianapolis-Carmel-Anderson, IN","26900",1995,365,221,89,37,16,2,0,206,129,45,20,148,160,0,37
"Iron Mountain, MI-WI","27020",1995,181,163,16,2,0,0,0,122,50,34,0,0,181,0,0
"Ithaca, NY","27060",1995,269,199,50,19,1,0,0,159,90,43,0,0,269,0,0
"Jackson, MS","27140",1995,365,270,83,12,0,0,0,136,80,39,44,0,255,0,66
"Jackson, TN","27180",1995,159,139,19,1,0,0,0,112,55,34,0,71,47,0,41
"Jackson, WY-ID","27220",1995,337,303,34,0,0,0,0,80,51,41,0,0,279,11,47
"Jacksonville, FL","27260",1995,365,289,63,12,1,0,0,161,74,40,25,62,271,0,7
"Jacksonville, NC","27340",1995,56,56,0,0,0,0,0,40,27,18,0,0,0,0,56
"Jamestown-Dunkirk-Fredonia, NY","27460",1995,331,253,54,20,4,0,0,161,90,34,0,0,322,0,9
"Janesville-Beloit, WI","27500",1995,184,133,36,11,4,0,0,182,93,42,0,0,184,0,0
"Jasper, IN","27540",1995,51,47,4,0,0,0,0,58,48,24,0,0,0,0,51
"Jefferson City, MO","27620",1995,29,29,0,0,0,0,0,45,23,12,0,0,0,0,29
"Johnson City, TN","27740",1995,59,57,2,0,0,0,0,53,35,22,0,0,0,0,59
"Johnstown, PA","27780",1995,365,294,48,17,6,0,0,166,77,34,7,183,172,0,3
"Jonesboro, AR","27860",1995,58,53,5,0,0,0,0,61,46,21,0,0,0,0,58
"Juneau, AK","27940",1995,363,345,18,0,0,0,0,69,37,13,0,0,0,0,363
"Kahului-Wailuku-Lahaina, HI","27980",1995,225,224,1,0,0,0,0,60,37,28,0,0,169,56,0
"Kalamazoo-Portage, MI","28020",1995,365,299,43,15,7,1,0,201,77,36,0,136,229,0,0
"Kalispell, MT","28060",1995,365,313,52,0,0,0,0,93,56,35,22,0,210,13,120
"Kansas City, MO-KS","28140",1995,365,141,147,56,18,3,0,221,126,58,10,162,168,0,25
"Kapaa, HI","28180",1995,57,57,0,0,0,0,0,34,23,15,0,0,0,0,57
"Kearney, NE","28260",1995,58,50,8,0,0,0,0,80,55,20,0,0,0,0,58
"Keene, NH","28300",1995,228,199,25,4,0,0,0,112,58,35,0,0,207,0,21
"Kennewick-Richland, WA","28420",1995,313,310,3,0,0,0,0,78,31,14,0,0,0,0,313
"Ketchikan, AK","28540",1995,56,45,11,0,0,0,0,66,57,19,0,0,0,0,56
"Killeen-Temple, TX","28660",1995,58,57,1,0,0,0,0,52,29,13,0,0,0,0,58
"Kingsport-Bristol-Bristol, TN-VA","28700",1995,365,227,98,30,10,0,0,192,101,44,8,151,183,0,23
"Kingston, NY","28740",1995,359,302,43,11,3,0,0,159,67,36,0,0,356,0,3
"Klamath Falls, OR","28900",1995,255,246,9,0,0,0,0,60,44,24,95,0,0,44,116
"Knoxville, TN","28940",1995,365,181,104,54,22,4,0,216,136,51,20,2,318,16,9
"La Grande, OR","29260",1995,173,162,11,0,0,0,0,84,41,23,0,0,0,0,173
"Lafayette, LA","29180",1995,362,259,65,27,10,1,0,201,112,38,0,0,359,0,3
"Lafayette-West Lafayette, IN","29200",1995,269,192,51,23,3,0,0,182,100,39,4,128,129,0,8
"Lake Charles, LA","29340",1995,365,268,69,22,6,0,0,185,97,39,0,7,355,0,3
"Lakeland-Winter Haven, FL","29460",1995,365,314,43,8,0,0,0,143,61,36,0,0,361,0,4
"Lancaster, PA","29540",1995,358,267,51,24,14,2,0,209,108,38,8,153,177,0,20
"Lansing-East Lansing, MI","29620",1995,183,135,32,12,4,0,0,182,93,43,0,0,183,0,0
"Laramie, WY","29660",1995,358,249,109,0,0,0,0,93,67,47,0,0,349,2,7
"Laredo, TX","29700",1995,36,34,2,0,0,0,0,55,48,26,0,0,0,0,36
"Las Cruces, NM","29740",1995,365,123,214,24,4,0,0,178,97,57,4,0,184,0,177
"Las Vegas-Henderson-Paradise, NV","29820",1995,365,94,240,27,4,0,0,181,98,65,55,93,154,0,63
"Laurel, MS","29860",1995,59,59,0,0,0,0,0,47,33,19,0,0,0,0,59
"Lawton, OK","30020",1995,365,283,69,12,1,0,0,159,77,40,7,33,319,0,6
"Lewiston, ID-WA","30300",1995,348,327,21,0,0,0,0,85,44,20,309,0,0,0,39
"Lewiston-Auburn, ME","30340",1995,60,59,1,0,0,0,0,52,34,17,0,0,0,0,60
"Lexington, NE","30420",1995,57,47,10,0,0,0,0,85,55,27,0,0,0,0,57
"Lexington-Fayette, KY","30460",1995,365,255,75,22,13,0,0,197,100,42,8,167,177,0,13
"Lima, OH","30620",1995,232,151,48,26,7,0,0,192,112,46,0,0,205,0,27
"Lincoln, NE","30700",1995,365,339,26,0,0,0,0,90,46,31,164,0,186,0,15
"Little Rock-North Little Rock-Conway, AR","30780",1995,365,255,68,36,6,0,0,187,101,42,46,45,268,0,6
"Logan, UT-ID","30860",1995,201,180,21,0,0,0,0,84,51,38,56,0,100,0,45
"London, KY","30940",1995,57,53,4,0,0,0,0,62,44,20,0,0,0,0,57
"Longview, TX","30980",1995,344,202,74,42,24,2,0,205,133,45,0,0,344,0,0
"Longview, WA","31020",1995,61,60,1,0,0,0,0,55,31,20,0,0,0,0,61
"Los Alamos, NM","31060",1995,90,90,0,0,0,0,0,35,22,11,0,0,0,90,0
"Los Angeles-Long Beach-Anaheim, CA","31080",1995,365,44,105,111,45,60,0,256,212,107,28,158,177,0,2
"Louisville/Jefferson County, KY-IN","31140",1995,365,217,94,29,22,3,0,209,129,45,38,139,182,0,6
"Lubbock, TX","31180",1995,246,218,20,3,2,1,2,498,54,19,0,0,0,0,246
"Ludington, MI","31220",1995,175,113,32,18,8,4,0,216,122,45,0,0,175,0,0
"Lumberton, NC","31300",1995,58,58,0,0,0,0,0,48,31,20,0,0,0,0,58
"Lynchburg, VA","31340",1995,59,58,1,0,0,0,0,51,45,20,0,0,0,0,59
"Madera, CA","31460",1995,364,222,90,39,13,0,0,192,115,43,0,0,347,0,17
"Madison, WI","31540",1995,360,293,48,13,6,0,0,185,77,33,170,0,178,0,12
"Malone, NY","31660",1995,23,23,0,0,0,0,0,49,29,12,0,0,0,0,23
"Manchester-Nashua, NH","31700",1995,364,308,35,15,6,0,0,187,71,32,92,79,191,0,2
"Manitowoc, WI","31820",1995,184,109,43,17,9,6,0,232,143,45,0,0,184,0,0
"Mansfield, OH","31900",1995,174,171,3,0,0,0,0,56,39,21,0,0,0,0,174
"Marietta, OH","31930",1995,206,111,67,18,10,0,0,185,119,49,0,0,206,0,0
"Marion, NC","32000",1995,61,60,1,0,0,0,0,51,36,25,0,0,0,0,61
