"group","CBSA","Days.with.AQI","Good.Days","Moderate.Days","Unhealthy.for.Sensitive.Groups.Days","Unhealthy.Days","Very.Unhealthy.Days","Hazardous.Days","Max.AQI","X90th.Percentile.AQI","Median.AQI","Days.CO","Days.NO2","Days.Ozone","Days.PM2.5","Days.PM10","index_nsa","GSPC.Close","Gross.domestic.product..constant.prices","Gross.domestic.product.per.capita..constant.prices","Gross.domestic.product.per.capita..current.prices","Gross.domestic.product.based.on.purchasing.power.parity..PPP..share.of.world.total","Inflation..average.consumer.prices","Volume.of.imports.of.goods.and.services","Volume.of.exports.of.goods.and.services","Unemployment.rate","Current.account.balance","lat_numeric","lon_numeric","Year"
1,"Canton-Massillon, OH",365,265.5,60.5,29.1666666666667,9.5,0.333333333333333,0,186.5,103,34.3333333333333,40.8333333333333,8.33333333333333,207.166666666667,0,108.666666666667,95.5104166666667,493.594580332438,2.77516666666667,38861.285,27058.7283333333,19.9426666666667,3.09433333333333,7.35516666666667,7.34916666666667,6.39166666666667,-1.114,40.7989473,-81.378447,1996
1,"Cape Coral-Fort Myers, FL",364.833333333333,328.833333333333,31.5,4.5,0,0,0,125.666666666667,50.5,34.3333333333333,0,0,363.833333333333,0,1,102.438125,493.594580332438,2.77516666666667,38861.285,27058.7283333333,19.9426666666667,3.09433333333333,7.35516666666667,7.34916666666667,6.39166666666667,-1.114,26.5605279,-81.9274896,1996
1,"Carbondale-Marion, IL",56.8666666666667,56.3333333333333,0.533333333333333,0,0,0,0,52.2,32.6,17.8,0,0,0,0,56.8666666666667,97.5466666666667,545.195328776042,3.3464,39710.148,28284.1633333333,19.7821333333333,2.81746666666667,9.362,7.9304,5.9416,-1.50126666666667,37.7272727,-89.2167501,1996
1,"Carson City, NV",55.5,54.8333333333333,0.666666666666667,0,0,0,0,50.1666666666667,31.8333333333333,18,0,0,0,0,55.5,96.7445833333333,493.594580332438,2.77516666666667,38861.285,27058.7283333333,19.9426666666667,3.09433333333333,7.35516666666667,7.34916666666667,6.39166666666667,-1.114,39.1637984,-119.7674034,1996
1,"Casper, WY",47.5,47.3333333333333,0.166666666666667,0,0,0,0,46.6666666666667,31,16,0,0,0,0,47.5,91.2091666666667,493.594580332438,2.77516666666667,38861.285,27058.7283333333,19.9426666666667,3.09433333333333,7.35516666666667,7.34916666666667,6.39166666666667,-1.114,42.848709,-106.2980824,1996
1,"Cedar Rapids, IA",365.333333333333,344.333333333333,19.6666666666667,1.33333333333333,0,0,0,105.833333333333,45,29.1666666666667,44,0,277,0,44.3333333333333,93.1445833333333,493.594580332438,2.77516666666667,38861.285,27058.7283333333,19.9426666666667,3.09433333333333,7.35516666666667,7.34916666666667,6.39166666666667,-1.114,41.9778795,-91.6656232,1996
1,"Chambersburg-Waynesboro, PA",116,65,37,11,3,0,0,177,105,48,0,0,116,0,0,103.54,686.050003051758,3.772,40946,29946.97,19.73,2.937,8.697,8.178,5.408,-1.546,39.9375911,-77.6611022,1996
1,"Champaign-Urbana, IL",355.5,304.666666666667,40.1666666666667,9.5,1.16666666666667,0,0,149.666666666667,65.1666666666667,31.3333333333333,0,0,342.166666666667,0,13.3333333333333,99.6054166666667,493.594580332438,2.77516666666667,38861.285,27058.7283333333,19.9426666666667,3.09433333333333,7.35516666666667,7.34916666666667,6.39166666666667,-1.114,40.1105875,-88.2072697,1996
1,"Charleston, WV",364.5,316.666666666667,38.3333333333333,6.83333333333333,2.66666666666667,0,0,152.833333333333,60.8333333333333,32,29.6666666666667,154.666666666667,166,0,14.1666666666667,95.215,493.594580332438,2.77516666666667,38861.285,27058.7283333333,19.9426666666667,3.09433333333333,7.35516666666667,7.34916666666667,6.39166666666667,-1.114,38.3498195,-81.6326234,1996
1,"Charleston-North Charleston, SC",365.333333333333,286.5,67.5,9.66666666666667,1.5,0.166666666666667,0,170.833333333333,69,39,7.33333333333333,48,271.333333333333,22,16.6666666666667,103.426041666667,493.594580332438,2.77516666666667,38861.285,27058.7283333333,19.9426666666667,3.09433333333333,7.35516666666667,7.34916666666667,6.39166666666667,-1.114,32.8909785,-80.0691552,1996
1,"Charlotte-Concord-Gastonia, NC-SC",365.333333333333,202.666666666667,101,44,15.8333333333333,1.83333333333333,0,210.833333333333,125.666666666667,48,84,50.6666666666667,227,0,3.66666666666667,105.197361111111,493.594580332438,2.77516666666667,38861.285,27058.7283333333,19.9426666666667,3.09433333333333,7.35516666666667,7.34916666666667,6.39166666666667,-1.114,35.1223173,-80.7214417,1996
1,"Charlottesville, VA",60.6666666666667,59.8333333333333,0.833333333333333,0,0,0,0,44.1666666666667,36,20.1666666666667,0,0,0,0,60.6666666666667,98.2579166666667,493.594580332438,2.77516666666667,38861.285,27058.7283333333,19.9426666666667,3.09433333333333,7.35516666666667,7.34916666666667,6.39166666666667,-1.114,38.0293059,-78.4766781,1996
1,"Chattanooga, TN-GA",360.333333333333,253.166666666667,75.3333333333333,26.1666666666667,5.33333333333333,0.333333333333333,0,181.666666666667,94.1666666666667,40.1666666666667,0,0,343.166666666667,0,17.1666666666667,97.5508333333333,493.594580332438,2.77516666666667,38861.285,27058.7283333333,19.9426666666667,3.09433333333333,7.35516666666667,7.34916666666667,6.39166666666667,-1.114,35.0457984,-85.3093995,1996
1,"Cheyenne, WY",57.1666666666667,57,0.166666666666667,0,0,0,0,38.5,24.3333333333333,14.3333333333333,0,0,0,0,57.1666666666667,91.7266666666667,493.594580332438,2.77516666666667,38861.285,27058.7283333333,19.9426666666667,3.09433333333333,7.35516666666667,7.34916666666667,6.39166666666667,-1.114,41.1399814,-104.8202462,1996
1,"Chico, CA",365.333333333333,257.333333333333,89.5,18,0.5,0,0,146.166666666667,82.3333333333333,40.3333333333333,39.6666666666667,103.833333333333,210.833333333333,0,11,101.1475,493.594580332438,2.77516666666667,38861.285,27058.7283333333,19.9426666666667,3.09433333333333,7.35516666666667,7.34916666666667,6.39166666666667,-1.114,39.7284944,-121.8374777,1996
1,"Cincinnati, OH-KY-IN",365.333333333333,203.333333333333,111.166666666667,31.5,16.8333333333333,2.5,0,203.833333333333,120,48.1666666666667,8.16666666666667,174.666666666667,159.5,0,23,107.690833333333,493.594580332438,2.77516666666667,38861.285,27058.7283333333,19.9426666666667,3.09433333333333,7.35516666666667,7.34916666666667,6.39166666666667,-1.114,39.1031182,-84.5120196,1996
1,"Clarksville, TN-KY",345.75,232.25,82,27.75,3.75,0,0,166.25,96,43,4,11.75,319,0,11,99.69875,539.349996566772,3.30925,39620.6125,28164.165,19.778,2.827,9.31725,7.639,6.002,-1.48475,36.5297706,-87.3594528,1996
1,"Cleveland, TN",349.952380952381,326.952380952381,18.2380952380952,4.19047619047619,0.571428571428571,0,0,96.0952380952381,46.2380952380952,27.1904761904762,0,283.095238095238,46.8571428571429,0,20,96.3690476190476,510.096663702102,3.18704761904762,39135.1728571429,27452.4352380952,19.7937619047619,2.93409523809524,8.42747619047619,7.45447619047619,6.32619047619048,-1.27985714285714,35.1595182,-84.8766115,1996
1,"Cleveland-Elyria, OH",365.333333333333,183.333333333333,132.5,30.6666666666667,17.3333333333333,1.5,0,206.166666666667,118.5,50.1666666666667,27.5,115.333333333333,120.5,0,102,109.410555555556,493.594580332438,2.77516666666667,38861.285,27058.7283333333,19.9426666666667,3.09433333333333,7.35516666666667,7.34916666666667,6.39166666666667,-1.114,41.3683798,-82.1076486,1996
1,"Coeur d'Alene, ID",115.833333333333,96.5,18.3333333333333,0.5,0.166666666666667,0,0.333333333333333,201,55.1666666666667,29.3333333333333,0,0,0,0,115.833333333333,92.31875,493.594580332438,2.77516666666667,38861.285,27058.7283333333,19.9426666666667,3.09433333333333,7.35516666666667,7.34916666666667,6.39166666666667,-1.114,47.6734632,-116.7812225,1996
1,"Colorado Springs, CO",365.333333333333,241.666666666667,112.666666666667,10.6666666666667,0.333333333333333,0,0,127.666666666667,68.5,46.5,11.3333333333333,210.5,112.166666666667,0,31.3333333333333,109.664583333333,493.594580332438,2.77516666666667,38861.285,27058.7283333333,19.9426666666667,3.09433333333333,7.35516666666667,7.34916666666667,6.39166666666667,-1.114,38.8338816,-104.8213634,1996
1,"Columbia, SC",365.333333333333,203,135.5,22.6666666666667,4,0.166666666666667,0,174,91.6666666666667,48,12.6666666666667,32.5,212.666666666667,0,107.5,102.944583333333,493.594580332438,2.77516666666667,38861.285,27058.7283333333,19.9426666666667,3.09433333333333,7.35516666666667,7.34916666666667,6.39166666666667,-1.114,34.0007104,-81.0348144,1996
1,"Columbus, GA-AL",278.666666666667,201.833333333333,60.3333333333333,14.5,2,0,0,158.333333333333,84.5,42,0,0,260.333333333333,0,18.3333333333333,97.6858333333333,493.594580332438,2.77516666666667,38861.285,27058.7283333333,19.9426666666667,3.09433333333333,7.35516666666667,7.34916666666667,6.39166666666667,-1.114,32.4609764,-84.9877094,1996
1,"Columbus, IN",92,48,35,9,0,0,0,140,100,48,0,0,92,0,0,76.08,387.832496643066,-0.108,36944.07,24302.78,20.985,4.216,-0.151,6.612,6.85,0.047,39.2014404,-85.9213796,1996
1,"Columbus, OH",365.333333333333,244.666666666667,72.3333333333333,34.8333333333333,12.1666666666667,1.33333333333333,0,198.666666666667,111.5,39.5,65.8333333333333,27.1666666666667,200.166666666667,0,72.1666666666667,107.917916666667,493.594580332438,2.77516666666667,38861.285,27058.7283333333,19.9426666666667,3.09433333333333,7.35516666666667,7.34916666666667,6.39166666666667,-1.114,39.9611755,-82.9987942,1996
1,"Corpus Christi, TX",361.333333333333,303,42.8333333333333,12.1666666666667,3.33333333333333,0,0,178.333333333333,67.5,33.5,0,0,344,0,17.3333333333333,97.2029166666667,493.594580332438,2.77516666666667,38861.285,27058.7283333333,19.9426666666667,3.09433333333333,7.35516666666667,7.34916666666667,6.39166666666667,-1.114,27.8005828,-97.396381,1996
1,"Crestview-Fort Walton Beach-Destin, FL",27,26.3333333333333,0.666666666666667,0,0,0,0,41.3333333333333,29.3333333333333,19.3333333333333,0,0,0,0,27,94.4791666666667,442.078330993652,3.43433333333333,38452.59,26477.0466666667,19.7333333333333,2.86933333333333,9.194,6.34366666666667,6.83333333333333,-1.23266666666667,30.3935337,-86.4957833,1996
1,"Cumberland, MD-WV",57.6666666666667,56.6666666666667,1,0,0,0,0,49.3333333333333,38,21.3333333333333,0,0,0,0,57.6666666666667,91.5625,566.83499399821,3.495,40068.29,28764.1566666667,19.7986666666667,2.77933333333333,9.541,9.096,5.7,-1.56733333333333,38.5976262,-80.4549026,1996
1,"Davenport-Moline-Rock Island, IA-IL",365.333333333333,279.666666666667,71.5,12.1666666666667,2,0,0,158.333333333333,72.1666666666667,37.5,0,0,294.833333333333,0,70.5,95.39125,493.594580332438,2.77516666666667,38861.285,27058.7283333333,19.9426666666667,3.09433333333333,7.35516666666667,7.34916666666667,6.39166666666667,-1.114,41.5067003,-90.5151342,1996
1,"Decatur, AL",264.333333333333,174,74.6666666666667,13.5,2.16666666666667,0,0,151.833333333333,81,38.8333333333333,0,0,198,45,21.3333333333333,100.19375,493.594580332438,2.77516666666667,38861.285,27058.7283333333,19.9426666666667,3.09433333333333,7.35516666666667,7.34916666666667,6.39166666666667,-1.114,34.6059253,-86.9833417,1996
1,"Decatur, IL",358.333333333333,300.333333333333,45,10.8333333333333,2.16666666666667,0,0,164.166666666667,67.5,32.6666666666667,0,0,308.333333333333,0,50,96.86125,493.594580332438,2.77516666666667,38861.285,27058.7283333333,19.9426666666667,3.09433333333333,7.35516666666667,7.34916666666667,6.39166666666667,-1.114,39.8403147,-88.9548001,1996
1,"Deltona-Daytona Beach-Ormond Beach, FL",364.8,308.8,51.2,4.8,0,0,0,128.6,61,35.6,0,0,362,0,2.8,102.262,514.746997070312,3.3518,39244.728,27609.918,19.7342,2.87,8.8564,7.4966,6.3,-1.3462,29.0396219,-81.2518833,1996
1,"Denver-Aurora-Lakewood, CO",365.333333333333,92.6666666666667,230.666666666667,38.3333333333333,3.5,0.166666666666667,0,171.5,102.166666666667,62.5,26.5,196.666666666667,130.5,0,11.6666666666667,115.807222222222,493.594580332438,2.77516666666667,38861.285,27058.7283333333,19.9426666666667,3.09433333333333,7.35516666666667,7.34916666666667,6.39166666666667,-1.114,39.5142848,-104.8454619,1996
1,"Des Moines-West Des Moines, IA",350.5,306.166666666667,41,3.33333333333333,0,0,0,111,54.8333333333333,33.1666666666667,96.5,0,179.166666666667,0,74.8333333333333,95.1145833333333,493.594580332438,2.77516666666667,38861.285,27058.7283333333,19.9426666666667,3.09433333333333,7.35516666666667,7.34916666666667,6.39166666666667,-1.114,41.5410117,-93.8163328,1996
1,"Dothan, AL",175.166666666667,155,19.6666666666667,0.5,0,0,0,82.8333333333333,49.5,28,0,0,137.5,0,37.6666666666667,97.9833333333333,493.594580332438,2.77516666666667,38861.285,27058.7283333333,19.9426666666667,3.09433333333333,7.35516666666667,7.34916666666667,6.39166666666667,-1.114,31.2232313,-85.3904888,1996
1,"Dover, DE",194.666666666667,129.833333333333,42.5,17.5,4.5,0.333333333333333,0,176.333333333333,100.333333333333,42.8333333333333,0,0,190.666666666667,0,4,102.0925,493.594580332438,2.77516666666667,38861.285,27058.7283333333,19.9426666666667,3.09433333333333,7.35516666666667,7.34916666666667,6.39166666666667,-1.114,39.158168,-75.5243682,1996
1,"Duluth, MN-WI",361.666666666667,354.666666666667,7,0,0,0,0,75,35.5,20.6666666666667,274.333333333333,0,25.3333333333333,22.5,39.5,97.68,493.594580332438,2.77516666666667,38861.285,27058.7283333333,19.9426666666667,3.09433333333333,7.35516666666667,7.34916666666667,6.39166666666667,-1.114,43.7844397,-88.7878678,1996
1,"Durham-Chapel Hill, NC",365.333333333333,265.166666666667,76,21.3333333333333,2.83333333333333,0,0,157.666666666667,87,38.3333333333333,195,0,163,0,7.33333333333333,95.64125,493.594580332438,2.77516666666667,38861.285,27058.7283333333,19.9426666666667,3.09433333333333,7.35516666666667,7.34916666666667,6.39166666666667,-1.114,35.9131996,-79.0558445,1996
1,"El Centro, CA",360.5,133.5,133.5,63.5,25.6666666666667,4.33333333333333,0,229.333333333333,137.333333333333,65.8333333333333,14.1666666666667,20.3333333333333,298.166666666667,0,27.8333333333333,97.8116666666667,493.594580332438,2.77516666666667,38861.285,27058.7283333333,19.9426666666667,3.09433333333333,7.35516666666667,7.34916666666667,6.39166666666667,-1.114,32.792,-115.5630514,1996
1,"El Paso, TX",365.333333333333,146.333333333333,189,26.5,3.16666666666667,0.166666666666667,0.166666666666667,223.5,95.5,56,48.3333333333333,178.5,119.333333333333,0,19.1666666666667,103.593333333333,493.594580332438,2.77516666666667,38861.285,27058.7283333333,19.9426666666667,3.09433333333333,7.35516666666667,7.34916666666667,6.39166666666667,-1.114,31.7618778,-106.4850217,1996
